date,name,nationality,sex,category,class
1970-05-01,"Gunnar Sigurðsson",ISL,m,com,5
1970-05-01,"Jóhann Hafstein",ISL,m,pol,3
1970-05-01,"Jóhannes Nordal",ISL,m,com,3
1970-05-01,"Charles Keith Willey",USA,m,com,5
1970-05-01,"Halldór H. Jónsson",ISL,m,art,4
1970-05-01,"Ingólfur Ágústsson",ISL,m,com,5
1970-05-01,"Halldór Jónatansson",ISL,m,gov,5
1970-05-02,"Eiríkur Briem",ISL,m,com,4
1970-05-11,"Haraldur Bessason",ISL,m,edu,5
1970-05-19,"Svend Andersen",DNK,m,com,4
1970-05-19,"Haraldur Kröyer",ISL,m,dip,4
1970-05-19,"Sigurður Bjarnason",ISL,m,dip,3
1970-05-19,"Brynjólfur Ingólfsson",ISL,m,gov,5
1970-05-19,"Knut Getz Wold",NOR,m,com,4
1970-05-19,"Ingvar S. Pálmason",ISL,m,com,5
1970-05-19,"Baldvin Jónsson",ISL,m,law,5
1970-05-29,"Henning Thomsen",DEU,m,dip,2
1970-06-05,"Roger Hackney",USA,m,com,5
1970-06-08,"Jul Lag",NOR,m,edu,4
1970-06-17,"Tómas Þorvaldsson",ISL,m,com,5
1970-06-17,"Róbert A. Ottósson",ISL,m,art,5
1970-06-17,"Þorsteinn Þorsteinsson",ISL,m,gov,3
1970-06-17,"Róbert Arnfinnsson",ISL,m,art,5
1970-06-17,"Haraldur Johannessen",ISL,m,cnc,5
1970-06-17,"Haraldur Pálsson",ISL,m,com,5
1970-06-17,"Steinunn Þorgilsdóttir",ISL,f,org,5
1970-07-07,"J.H. van Roijen",NLD,m,dip,2
1970-08-10,"Ture G. Johannisson",SWE,m,edu,4
1970-08-10,"Aubrey Seymour Halford-MacLeod",GBR,m,dip,2
1970-08-28,"Reymond Petit",FRA,m,gov,5
1970-09-02,"H. Fogh-Andersen",DNK,m,mil,5
1970-09-02,"H.B. Ljörring",DNK,m,mil,5
1970-09-02,"N.C. Lunding",DNK,m,mil,5
1970-09-02,"Jens Vilhelm Tietze",DNK,m,mil,5
1970-09-02,"Ivar Hoppe",DNK,m,com,4
1970-09-02,"L. Heuser",DNK,m,mil,5
1970-09-02,"J.T. Kam",DNK,m,mil,5
1970-09-02,"Per Törslöv",DNK,m,mil,5
1970-09-02,"Strarup Thomsen",DNK,m,gov,4
1970-09-02,"Henrik Danaprins",DNK,m,rul,2
1970-09-02,"Wladimir Deruginsky",DNK,m,mil,5
1970-09-02,"Carl Ernst Ulrichsen",DNK,m,gov,4
1970-09-02,"J.H. Porsdal",DNK,m,gov,5
1970-09-02,"Birger O Kronmann",DNK,m,dip,2
1970-09-02,"N.H. Pedersen Troen",DNK,m,cnc,5
1970-09-02,"Niels Madsen",DNK,m,gov,3
1970-09-02,"Paul Hartling",DNK,m,pol,2
1970-09-02,"Marten O. Olufsen",DNK,m,gov,2
1970-09-02,"Bernhard Olsen",DNK,m,dip,3
1970-09-02,"Peter Hansen",DNK,m,com,5
1970-09-02,"Hakon Stangerup",DNK,m,edu,3
1970-09-02,"V.U. Hammershaimb",DNK,m,dip,3
1970-09-02,"Kaj Brank",DNK,m,pol,5
1970-09-02,"L.E.G. Weiböl",DNK,m,gov,5
1970-09-02,"Paul Fisher",DNK,m,gov,2
1970-09-02,"Ulf Jessen",DNK,m,cnc,3
1970-09-02,"S.G. Jörgensen",DNK,m,cnc,3
1970-09-02,"Birte Bardenfleth",DNK,f,gov,5
1970-09-02,"Per Ryberg",DNK,m,gov,5
1970-09-02,"K.C. Trampe",DNK,m,cnc,2
1970-09-02,"Mogens Prehn",DNK,m,gov,5
1970-09-02,"Hans Kvist",DNK,m,cnc,4
1970-09-02,"Emil Bech Nielsen",DNK,m,gov,5
1970-09-02,"Ulf Gabel Jörgensen",DNK,m,gov,3
1970-09-02,"Jens Jelsbak",DNK,m,pol,5
1970-09-02,"Holget Otto Feldstedt",DNK,m,mil,5
1970-09-02,"E.J. Kragh-Schwarz",DNK,m,cnc,5
1970-09-02,"Georg Nielsen",DNK,m,law,5
1970-09-02,"Kjeld Willumsen",DNK,m,cnc,3
1970-09-02,"H. Christensen",DNK,m,law,5
1970-09-02,"Peter M. Christensen",DNK,m,law,4
1970-09-02,"E.H. Wolff",DNK,m,mil,2
1970-09-02,"H.B. Östergard-Nielsen",DNK,m,cnc,5
1970-09-02,"Ingrid",DNK,f,rul,2
1970-09-02,"J.C. Mathiesen Lomborg",DNK,m,law,5
1970-09-02,"Mærsk Mc-Kinney Möller",DNK,m,com,3
1970-09-02,"Agnete Koch",DNK,f,???,4
1970-09-02,"Aase Adamsen",DNK,f,dip,5
1970-09-02,"A.C. Jonsson",DNK,m,dip,5
1970-09-02,"Asger Tage - Jensen",DNK,m,gov,4
1970-09-02,"Sven Ludvigsen",DNK,m,art,5
1970-09-08,"Marcel Mart",LUX,m,pol,3
1970-10-01,"Frank Frederiksen",CAN,m,com,5
1970-10-01,"Björn Frode Östern",NOR,m,gov,5
1970-10-01,"Carl F. Bauerschmidt",USA,m,edu,5
1970-10-01,"Howard Guy Valentine",GBR,m,com,5
1970-10-13,"Kaare Ringseth",BRA,m,dip,5
1970-10-13,"Daniel Douglas Houston",ARG,m,dip,5
1970-10-13,"jr. Mayo A. Hadden",USA,m,mil,3
1970-10-30,"Erling Blöndal Bengtsson",DNK,m,edu,4
1970-10-30,"Henry Sandoz",FRA,m,art,5
1970-12-04,"Sonia Olsen",DNK,f,dip,5
1970-12-04,"Helge Refsum",NOR,m,law,4
1970-12-04,"Finnbogi Rútur Þorvaldsson",ISL,m,edu,4
1970-12-04,"Oddný Thorsteinsson",ISL,m,pol,5
1970-12-04,"Rarfaele C. Michele",ITA,m,dip,3
1970-12-04,"Geir Hallgrímsson",ISL,m,pol,3
1970-12-04,"Gunnar Björnsson",ISL,m,dip,4
1970-12-04,"Klemenz Kr. Kristjánsson",ISL,m,com,4
1970-12-04,"Peter Gad Naschitz",ISR,m,dip,5
1970-12-04,"Poul M. Pedersen",DNK,m,art,5
1970-12-04,"Kunitoshi Okazaki",JPN,m,dip,5
1970-12-04,"Friðrik Einarsson",ISL,m,edu,5
1970-12-04,"Ólöf Pálsdóttir",ISL,f,dip,5
1970-12-04,"Steingrímur Jónsson",ISL,m,gov,3
1971-01-01,"Halldóra Bjarnadóttir",ISL,f,edu,4
1971-01-01,"Einar Pálsson",ISL,m,com,5
1971-01-01,"Börge Husted-Andersen",DNK,m,dip,5
1971-01-01,"Benóný Friðriksson",ISL,m,com,5
1971-01-01,"Þórhildur Ólafsdóttir",ISL,f,org,5
1971-01-01,"Sveinbjörn Jónsson",ISL,m,com,5
1971-01-01,"Vladimir Ashkenazy",RUS,m,art,5
1971-01-01,"Gísli Sigurbjörnsson",ISL,m,com,4
1971-01-01,"Jón Thorarensen",ISL,m,cnc,5
1971-01-01,"Guðrún P. Helgadóttir",ISL,f,edu,4
1971-01-01,"Magnús J. Brynjólfsson",ISL,m,com,4
1971-01-01,"Olof Rydbeck",SWE,m,dip,3
1971-01-01,"Svenn Eske Kristensen",DNK,m,art,4
1971-01-01,"Folmer Pedersen",DNK,m,mil,4
1971-01-01,"Óli P. Kristjánsson",ISL,m,gov,5
1971-01-01,"Knut Otterstedt",ISL,m,gov,5
1971-01-01,"Arinbjörn Kolbeinsson",ISL,m,edu,5
1971-01-12,"Einar Kallsberg",DNK,m,gov,4
1971-01-12,"Niels Ersböll",DNK,m,gov,4
1971-01-12,"Svend Erling Heide-Jörgensen",DNK,m,law,3
1971-01-12,"Knut Bernström",SWE,m,dip,3
1971-01-12,"Erik von Sydow",SWE,m,dip,3
1971-01-29,"Paul Hjörne",DNK,m,com,5
1971-02-02,"Frederik Knudsen",DNK,m,org,4
1971-02-10,"Pentti Uusivirta",FIN,m,gov,3
1971-02-10,"Hannes Kjartansson",ISL,m,dip,4
1971-02-10,"Tankman Horn",FIN,m,gov,3
1971-02-10,"Pentti Talvetie",FIN,m,dip,3
1971-02-13,"Roger Sietzen",LUX,m,com,5
1971-02-13,"Fernand Loesch",LUX,m,org,3
1971-02-13,"Pierre Hamer",LUX,m,com,3
1971-02-13,"Colette Flesch",LUX,f,pol,3
1971-02-13,"Camille Hellinckx",LUX,m,dip,4
1971-02-13,"Joseph Petit",LUX,m,gov,3
1971-02-13,"Marcel Mart",LUX,m,pol,2
1971-02-13,"Roger Hastert",LUX,m,cnc,3
1971-02-13,"Leon Blasen",LUX,m,law,4
1971-02-17,"Justus Saurbrey",DNK,m,cnc,3
1971-03-01,"A. Lodvar Langeland",NOR,m,dip,4
1971-03-01,"Tor Stokke",NOR,m,gov,3
1971-03-01,"Asbjörn Skarstein",NOR,m,gov,3
1971-03-01,"A. Figarolo di Gropello",ITA,m,dip,3
1971-03-02,"A.K. Loimaranta",FIN,m,pol,3
1971-03-02,"Kaarlo Pitsinki",FIN,m,pol,3
1971-03-02,"Onni Penttila",FIN,m,gov,3
1971-03-02,"Olavi Salervo",FIN,m,gov,3
1971-03-11,"Jens Nörgaard",DNK,m,gov,3
1971-03-11,"Akseli Kaskela",FIN,m,org,3
1971-03-11,"Göran Hult",SWE,m,com,3
1971-03-29,"Knud Thestrup",DNK,m,pol,2
1971-03-29,"Erik Eriksen",DNK,m,pol,2
1971-03-29,"Ivar Eskeland",NOR,m,org,4
1971-04-14,"Jóhann Hafstein",ISL,m,pol,2
1971-04-17,"Einar Ól. Sveinsson",ISL,m,edu,3
1971-04-17,"Bjarni M. Gíslason",ISL,m,art,4
1971-04-21,"Johannes Tjaardstra",NLD,m,dip,4
1971-04-21,"Eiler Mogensen",DNK,m,gov,3
1971-04-21,"J.Th. Arnfred",DNK,m,edu,4
1971-04-21,"Eli Tage Larsen",DNK,m,gov,5
1971-04-21,"Aage Villiam Thorsen",DNK,m,com,5
1971-04-21,"Bent A. Koch",DNK,m,art,3
1971-05-03,"Finn Kloster",NOR,m,mil,5
1971-05-03,"Knut Terje Kjeverud",NOR,m,mil,5
1971-05-03,"Magne Jan Johansen",NOR,m,mil,5
1971-05-03,"Ragnar Folven",NOR,m,mil,5
1971-05-03,"Hakon Mentz Amundstad",NOR,m,mil,5
1971-05-03,"Tore Fagerheim",NOR,m,mil,5
1971-05-03,"Kåre J. Stenwig",NOR,m,mil,2
1971-05-03,"Nils Sten Egelien",NOR,m,mil,5
1971-05-03,"Stein Evju",NOR,m,mil,3
1971-05-03,"August Chr. Mohr",NOR,m,dip,2
1971-05-03,"Bent Dahl",NOR,m,mil,5
1971-05-03,"Anker Gunnar Brostigen",NOR,m,mil,5
1971-05-03,"Halvard Skjeggestad",NOR,m,mil,5
1971-05-03,"Magne Furuberg",NOR,m,mil,5
1971-05-03,"Einar-Fredrik Ofstad",NOR,m,com,4
1971-05-03,"Gunder Hanevold",NOR,m,mil,5
1971-05-03,"Rasmus Kjellevold",NOR,m,mil,5
1971-05-03,"Öyvind Lohne",NOR,m,mil,5
1971-05-03,"H.E. Lyth",SWE,m,mil,5
1971-05-03,"Knut Mistereggen",NOR,m,mil,5
1971-05-03,"Arne Nermann",NOR,m,mil,5
1971-05-03,"Alf Nes",NOR,m,mil,5
1971-05-03,"Olav Arnfinn Brenden",NOR,m,mil,5
1971-05-03,"Inge Rindal",NOR,f,cnc,3
1971-05-03,"Sten Grindhaug",NOR,m,law,5
1971-05-03,"Halla Bergs",ISL,f,gov,5
1971-05-03,"Thorleif Karlsen",NOR,m,law,5
1971-05-03,"Sigurd Muller",NOR,m,law,5
1971-05-03,"Björn Wongraven",NOR,m,mil,5
1971-05-03,"Harald Björnsen",NOR,m,mil,5
1971-05-03,"Erling Riise",NOR,m,mil,5
1971-05-03,"Steinar Baade",NOR,m,mil,5
1971-05-03,"Tarald Weisteen",NOR,m,mil,3
1971-05-03,"Odd Ivar Ruud",NOR,m,mil,5
1971-05-03,"Skarphéðinn Árnason",ISL,m,com,5
1971-05-03,"Svein Magne Sandvik",NOR,m,mil,5
1971-05-03,"Hermann M. Stern",NOR,m,mil,5
1971-05-03,"Kaare Winge",NOR,m,mil,3
1971-05-03,"Tormod Sleppen",NOR,m,mil,5
1971-05-03,"Sverre Simonsen",NOR,m,mil,5
1971-05-03,"Bjarne Th. Larsen",NOR,m,mil,5
1971-05-03,"Knut Erik Widum",NOR,m,mil,5
1971-05-03,"Knut Haugland",NOR,m,mil,5
1971-05-03,"Øivind Johansen",NOR,m,cnc,4
1971-05-03,"Arne Nyland",NOR,m,mil,4
1971-05-03,"Harald Sundström",NOR,m,mil,4
1971-05-03,"Anfin Ullern",NOR,m,gov,5
1971-05-03,"Jan Erik Wilhelmsen",NOR,m,mil,5
1971-05-03,"John O. Qvale",NOR,m,law,4
1971-05-03,"Johan Gjerde",NOR,m,law,3
1971-05-03,"Johan Trömborg",NOR,m,mil,5
1971-05-03,"Alf Palmer Svinnset",NOR,m,mil,5
1971-05-03,"Sigbjörn Stie",NOR,m,mil,5
1971-05-03,"Reidar Godö",NOR,m,mil,3
1971-05-03,"Odd Myrvang",NOR,m,mil,5
1971-05-03,"Thore Boye",NOR,m,gov,2
1971-05-03,"Clausen Mölbach - Thellefsen",NOR,m,mil,5
1971-05-03,"Sverre Marstrander",NOR,m,edu,4
1971-05-03,"Odd Myhren",NOR,m,mil,5
1971-05-03,"Odd Hafnor",NOR,m,mil,5
1971-05-03,"Carl T. Nærlöff",NOR,m,gov,5
1971-05-03,"Per Ekholdt",NOR,m,mil,5
1971-05-03,"Karl L. Stöen",NOR,m,gov,5
1971-05-03,"Thorbjörn B. Bergersen",NOR,m,mil,5
1971-05-03,"Gunnar Haarstad",NOR,m,law,5
1971-05-03,"Bente B. Brekke",NOR,f,mil,5
1971-05-03,"Johan Ingebrigtsen",NOR,m,mil,5
1971-05-03,"J. Friefeldt",SWE,m,mil,5
1971-05-03,"Jan Neraal",NOR,m,mil,5
1971-05-03,"Kjell Thorsen",NOR,m,mil,5
1971-05-03,"Öivind Bergh",NOR,m,art,5
1971-05-03,"Lars Molstad",NOR,m,gov,5
1971-05-03,"Lasse Lafjell",NOR,m,mil,5
1971-05-03,"Knut Ihrstad",NOR,m,mil,5
1971-05-03,"Kjell Ivar Maudal",NOR,m,mil,5
1971-05-03,"Guthorm Kavli",NOR,m,cnc,4
1971-05-04,"R. Busch",NOR,m,gov,3
1971-05-04,"Christian Roy Kaldager",NOR,m,mil,3
1971-05-05,"Per Lindström",SWE,m,gov,5
1971-05-05,"H.O. Olsson",SWE,m,gov,5
1971-05-05,"K.R. Nyström",SWE,m,gov,4
1971-05-05,"H. Björk",SWE,m,gov,4
1971-05-05,"G. Björck",SWE,m,edu,4
1971-05-05,"J.J. von Dardel",SWE,m,dip,3
1971-05-05,"C. De Geer",SWE,m,pol,3
1971-05-05,"Sven Jansson",SWE,m,gov,3
1971-05-05,"Gunnar Hoppe",SWE,m,edu,4
1971-05-05,"B. Colliander",SWE,m,mil,3
1971-05-05,"N.A.F. Croneback",SWE,m,mil,5
1971-05-05,"L. Kellberg",SWE,m,gov,3
1971-05-05,"Gunnar K.L. Granberg",SWE,m,dip,2
1971-05-05,"W. Wachtmeister",SWE,m,pol,3
1971-05-05,"K.J.H. Lindroth",SWE,m,law,3
1971-05-05,"S. Robertsson",SWE,m,law,5
1971-05-05,"F. Persson",SWE,m,dip,3
1971-05-05,"B. Holmquist",SWE,m,gov,4
1971-05-05,"A. Aminoff",SWE,m,gov,2
1971-05-05,"G. Ryding",SWE,m,gov,2
1971-05-05,"A.G. Lindgren",SWE,m,mil,5
1971-05-05,"G. Akermann",SWE,m,mil,2
1971-05-05,"L. Printz",SWE,m,gov,4
1971-05-05,"Berit Skold",SWE,f,art,5
1971-05-05,"Ture Braland",SWE,m,gov,5
1971-05-05,"B. Wigren",SWE,m,cnc,5
1971-05-05,"P. M. Lehman",SWE,m,mil,5
1971-05-05,"S.N. Lindell",SWE,m,mil,5
1971-05-05,"O. Jödahl",SWE,m,gov,2
1971-05-05,"J.H. Lundquist",SWE,m,mil,5
1971-05-05,"O. Landenius",SWE,m,cnc,3
1971-05-05,"S.O.B. Persson",SWE,m,mil,5
1971-05-05,"Unni Kröyer",ISL,m,dip,5
1971-05-05,"R. Roes",SWE,m,mil,5
1971-05-05,"K.G.T. Andersen",SWE,m,mil,5
1971-05-05,"Sten Envik",SWE,m,art,5
1971-05-05,"Carl G. S. Edling",SWE,m,gov,5
1971-05-05,"W. Tham",SWE,m,cnc,2
1971-05-05,"C.F. Palmstierna",SWE,m,gov,3
1971-05-05,"A. Pejnefors",SWE,m,gov,5
1971-05-05,"T. Tallroth",SWE,m,dip,3
1971-05-05,"S.H. Son Ericson Ericson",SWE,m,mil,2
1971-05-05,"Karl-Axel Hallgren",SWE,m,art,5
1971-05-05,"N.E.B.H. Selander",SWE,m,mil,4
1971-05-05,"M.R.A. Skoglund",SWE,m,mil,5
1971-05-05,"C.E. Kappelin",SWE,m,gov,5
1971-05-05,"W. Vögeli",SWE,m,gov,5
1971-05-05,"S. Nordenskjöld",SWE,m,mil,4
1971-05-05,"B.J. Johansson",SWE,m,mil,5
1971-05-05,"Bertil Bokstedt",SWE,m,art,4
1971-05-05,"C.G.O. Ericsson",SWE,m,mil,5
1971-05-05,"A. A. Widner",SWE,m,mil,3
1971-05-05,"Sven H.J. Ahlgren",SWE,m,org,5
1971-05-05,"Lily Stiernsward",SWE,f,cnc,3
1971-05-05,"J.S. Skolfman",SWE,m,mil,5
1971-05-05,"E. Klint",SWE,m,cnc,2
1971-05-19,"Manlio Brosio",ITA,m,com,2
1971-05-19,"Victor B. Strand",DNK,m,dip,3
1971-05-19,"Paul Szenkovits",AUT,m,dip,4
1971-05-19,"Leif Hartwell",DNK,m,org,4
1971-05-19,"Hal Linker",USA,m,art,5
1971-05-19,"Halla Linker",USA,f,???,5
1971-06-17,"Ingvar Vilhjálmsson",ISL,m,com,4
1971-06-17,"Bjarni Bjarnason",ISL,m,edu,5
1971-06-17,"Gunnar Bjarnason",ISL,m,edu,5
1971-06-17,"Þorsteinn Sigurðsson",ISL,m,org,4
1971-06-17,"Eyþór Stefánsson",ISL,m,art,4
1971-06-17,"Gunnar Schram",ISL,m,gov,5
1971-06-17,"Sigríður Fanney Jónsdóttir",ISL,f,org,5
1971-06-17,"Hannes Andrésson",ISL,m,gov,5
1971-06-17,"Óttarr Möller",ISL,m,com,4
1971-06-17,"Sigríður Thorlacius",ISL,m,org,5
1971-06-17,"Geir H. Zoëga",ISL,m,com,5
1971-06-17,"Birgir Kjaran",ISL,m,edu,4
1971-06-17,"Einar Sæmundsson",ISL,m,org,5
1971-06-17,"Ragnar Guðleifsson",ISL,m,edu,5
1971-06-17,"Einar Arnalds",ISL,m,law,4
1971-06-17,"Sigurliði Kristjánsson",ISL,m,com,5
1971-06-24,"Viggo Troels-Smith",DNK,m,com,5
1971-07-14,"Guðfinna Sigurðardóttir",ISL,f,pol,5
1971-07-14,"Maurice Gravier",FRA,m,edu,4
1971-07-14,"Gunnar T. Jokumsen",FRA,m,dip,4
1971-07-14,"Alfred Balguerie",FRA,m,dip,4
1971-07-19,"Walter Feldmann",DEU,m,art,5
1971-10-04,"Ernst A. Schmidt",NLD,m,dip,4
1971-10-04,"Leon A. van den Berghe",BEL,m,dip,2
1971-10-22,"Marios G. Pipinelis",GRC,m,dip,5
1971-11-22,"Þóra Einarsdóttir",ISL,f,edu,5
1971-11-22,"Steingrímur Á.B. Davíðsson",ISL,m,edu,5
1971-11-22,"Jakob Frímannsson",ISL,m,org,4
1971-11-22,"Guðmundur Marteinsson",ISL,m,org,5
1971-11-22,"Óskar Gíslason",ISL,m,art,5
1971-11-22,"Sigurður Ágústsson",ISL,m,com,5
1971-11-22,"Elín Kjartansson",ISL,f,dip,5
1971-12-16,"Carl Sæmundsen",DNK,m,com,3
1971-12-16,"William Paton Cleland",GBR,m,edu,4
1971-12-16,"John Forest Goodwin",GBR,m,edu,4
1972-01-01,"Ingimar Sigurðsson",ISL,m,org,5
1972-01-01,"Jónína Guðjónsdóttir",ISL,f,edu,5
1972-01-01,"Gösta von Matern",SWE,m,com,5
1972-01-01,"Jón Sigurðsson",ISL,m,pol,4
1972-01-01,"Þórður Björnsson",ISL,m,law,5
1972-01-01,"Helgi Elíasson",ISL,m,gov,4
1972-01-01,"Steingrímur Magnússon",ISL,m,com,5
1972-01-01,"Brandur Jónsson",ISL,m,edu,5
1972-01-01,"Snorri Hallgrímsson",ISL,m,edu,4
1972-01-01,"Ármann Kristjánsson",ISL,m,com,5
1972-01-01,"Ásgrímur Hartmannsson",ISL,m,pol,5
1972-01-01,"Guðlaug Ingibjörg Guðjónsdóttir",ISL,f,edu,5
1972-01-01,"Stefán Ágúst Kristjánsson",ISL,m,com,5
1972-01-10,"Hans-Joachim Schilling",DEU,m,com,5
1972-01-10,"Tómas Á. Tómasson",ISL,m,dip,4
1972-01-10,"Níels P. Sigurðsson",ISL,m,dip,4
1972-02-01,"Halfdani Olafsson",DNK,m,law,3
1972-02-01,"Aksel Söholm",DNK,m,edu,5
1972-02-08,"Lalin Gantcher",BGR,m,dip,2
1972-02-17,"Karl-Frederik Hasle",DNK,m,gov,5
1972-02-17,"N.A.F. Hellebjerg",DNK,m,mil,5
1972-03-02,"Fjalar Jarva",FIN,m,law,3
1972-03-02,"Charles Murto",FIN,m,dip,5
1972-03-02,"Heikki Hannikainen",FIN,m,dip,5
1972-03-02,"Bengt Broms",FIN,m,com,4
1972-03-02,"Timo Arjas",FIN,m,dip,5
1972-03-02,"Antti Kolehmainen",FIN,m,com,4
1972-03-02,"Sami Sihvo",FIN,m,mil,4
1972-03-02,"Reino Vuorinen",FIN,m,mil,4
1972-03-02,"Heikki v. Hertzen",FIN,m,com,4
1972-03-02,"Toini Havy",FIN,f,edu,5
1972-03-02,"Heikki O. Lauri",FIN,m,???,5
1972-03-02,"Lyly Vehanen",FIN,f,gov,5
1972-03-02,"Arto Mansala",FIN,m,gov,5
1972-03-02,"Heikki Hannikainen",FIN,m,cnc,2
1972-03-02,"Markus Berg",FIN,m,cnc,5
1972-03-02,"William W. Nordlund",ALA,m,dip,5
1972-03-02,"Johan Rinne",FIN,m,law,5
1972-03-02,"Veijo Valonen",FIN,m,law,5
1972-03-02,"Aulis Mikkonen",FIN,m,law,5
1972-03-02,"Rainer Söderholm",FIN,m,gov,4
1972-03-02,"Nils Cleve",FIN,m,gov,3
1972-03-02,"Pentti Mehtonen",FIN,m,law,5
1972-03-02,"Kai Saanila",FIN,m,edu,5
1972-03-02,"Mauri Jantti",FIN,m,law,5
1972-03-02,"Toivo Huttonen",FIN,m,law,5
1972-03-02,"Harry V. Österberg",FIN,m,dip,5
1972-03-02,"Seppo Makela",FIN,m,gov,5
1972-03-02,"Arvo Kuikka",FIN,m,art,4
1972-03-02,"Henrik Antell",FIN,m,dip,4
1972-03-02,"Nils Olof Söderström",FIN,m,law,3
1972-03-02,"Gunnar Korhonen",FIN,m,com,3
1972-03-02,"Erkki Ketola",FIN,m,law,5
1972-03-02,"Pauli Erolahti",FIN,m,law,5
1972-03-02,"Maja Hahl",FIN,f,edu,5
1972-03-02,"Tero Lehtovaara",FIN,m,gov,4
1972-03-02,"Sven-Olof Hassel",FIN,m,law,5
1972-03-02,"Aulis Antero Ahvio",FIN,m,law,5
1972-03-02,"Hilkka Vilppula",FIN,f,???,4
1972-03-02,"Erkki Savy",FIN,m,mil,3
1972-03-02,"Matti Vanne",FIN,m,law,4
1972-03-02,"Viljo Lehkonen",FIN,m,law,4
1972-03-02,"Magnus Haaksalo",FIN,m,mil,3
1972-03-02,"Harri Sormanen",FIN,m,gov,4
1972-03-02,"Teemu Hiltunen",FIN,m,pol,4
1972-03-02,"Vainö Leino",FIN,m,pol,4
1972-03-02,"Teuvo Aura",FIN,m,pol,2
1972-03-02,"Pirkko Vallila",FIN,f,???,5
1972-03-02,"Olli Auero",FIN,m,gov,3
1972-03-02,"Keijo Korhonen",FIN,m,gov,4
1972-03-02,"Kyösti Jousimaa",FIN,m,gov,4
1972-03-02,"Carl Gardberg",FIN,m,gov,3
1972-03-02,"Seppo Ovaska",FIN,m,com,5
1972-03-02,"Matti Cawen",FIN,m,gov,4
1972-03-02,"Olov Isaksson",SWE,m,gov,5
1972-03-02,"Teuvo Ruohonen",FIN,m,law,5
1972-03-02,"Risto Koskinen",FIN,m,gov,5
1972-03-02,"Antero Jyranki",FIN,m,gov,3
1972-03-02,"Wiljo Lindbohm",FIN,m,edu,4
1972-03-02,"Richard Tötterman",FIN,m,gov,2
1972-03-02,"Pentti Suomela",FIN,m,dip,2
1972-03-02,"Jussi Saukkonen",FIN,m,pol,3
1972-03-02,"Veijo Sampovaara",FIN,m,gov,4
1972-03-02,"Teuvo Hirvonen",FIN,m,mil,5
1972-03-02,"Juha Rossi",FIN,m,mil,5
1972-03-02,"Erkki Linko",FIN,m,com,4
1972-03-02,"Tapio Skog",FIN,m,dip,5
1972-03-02,"Eero Saraste",FIN,m,gov,4
1972-03-02,"Urpe Levo",FIN,m,mil,2
1972-03-02,"Lasse Wächter",FIN,m,mil,5
1972-03-02,"Henrik Blomstedt",FIN,m,gov,3
1972-03-02,"Matti Ajaste",FIN,m,mil,5
1972-03-02,"Matti Mörsky",FIN,m,mil,5
1972-03-02,"Eino E. Suolahti",FIN,m,edu,3
1972-03-02,"Alvar Kurten",FIN,m,cnc,4
1972-03-02,"Reijo Ripatti",FIN,m,law,5
1972-03-02,"Alvar Aalto",FIN,m,art,2
1972-03-02,"Kaija Vesamaa",FIN,f,gov,5
1972-03-02,"Pentti Laasonen",FIN,m,edu,4
1972-03-02,"Kurt Juuranto",FIN,m,dip,4
1972-03-02,"Alpo Neuvonen",FIN,m,law,5
1972-03-02,"Marja Aarnio-Wihuri",FIN,f,???,4
1972-03-02,"Knut Aas",FIN,m,law,4
1972-03-02,"Aito Haapanen",FIN,m,law,5
1972-03-02,"Matti Vinkman",FIN,m,gov,5
1972-03-02,"Kalevi Sorsa",FIN,m,pol,2
1972-03-02,"Bror Serlachius",FIN,m,pol,3
1972-03-02,"Helge Kukkamaki",FIN,m,law,4
1972-03-02,"Oiva Vetri",FIN,m,law,4
1972-03-02,"Eero Salovaara",FIN,m,dip,5
1972-03-02,"Liisa Wagello",FIN,f,???,5
1972-03-02,"Juhani Uusmaa",FIN,m,mil,5
1972-03-02,"Seppo Saharineno",FIN,m,mil,5
1972-03-02,"Paavo T. Pauno",FIN,m,mil,5
1972-03-02,"Eero Meurman",FIN,m,mil,5
1972-03-02,"Jaakko Nuorala",FIN,m,mil,5
1972-03-02,"Gunvor Oljemark",FIN,m,???,5
1972-03-22,"Konstantin Reichardt",USA,m,edu,5
1972-03-22,"Gösta Holm",SWE,m,edu,5
1972-03-22,"Nihat Hamamcioglu",TUR,m,dip,5
1972-03-22,"Robert A. Carl",USA,m,mil,5
1972-03-22,"George Waddilove",NGA,m,dip,5
1972-03-23,"Oscar Larsen",NOR,m,dip,4
1972-03-23,"Rune Solberg",NGA,m,dip,4
1972-03-23,"Gerhard Weber",DEU,m,dip,4
1972-03-23,"B. Eric Kuniholm",USA,m,dip,4
1972-04-06,"Friðrik Ólafsson",ISL,m,org,5
1972-04-06,"Eyjólfur Eyjólfsson",ISL,m,pol,5
1972-04-06,"Oscar Clausen",ISL,m,art,4
1972-04-06,"Jakob Gíslason",ISL,m,gov,4
1972-04-06,"Guðrún Halldórsdóttir",ISL,f,edu,5
1972-06-15,"George M. Sutton",USA,m,edu,5
1972-06-15,"Luther I. Replogle",USA,m,dip,2
1972-06-17,"Einar Guðfinnsson",ISL,m,com,4
1972-06-17,"Einar Ágústsson",ISL,m,pol,3
1972-06-17,"Ólafur Jóhannesson",ISL,m,pol,2
1972-06-17,"Björn Jónsson",ISL,m,pol,5
1972-06-17,"Sigurður Helgason",ISL,m,com,5
