date,name,nationality,sex,category,class
2017-01-24,"Tommy M. Paulsen",DNK,m,gov,4
2017-01-24,"Johnnie Korsholm",DNK,m,mil,5
2017-01-24,"Ingelise Riedel",DNK,f,gov,5
2017-01-24,"Søren Bo Bojesen",DNK,f,gov,4
2017-01-24,"Michael de Voss",DNK,m,mil,5
2017-01-24,"Annette Lassen",DNK,f,art,5
2017-01-24,"Jørgen Berger Skov",DNK,m,law,5
2017-01-24,"Mette Kjuel Nielsen",DNK,f,dip,2
2017-01-24,"Michael Rose",DNK,m,mil,5
2017-01-24,"Lasse Harkjær",DNK,m,cnc,3
2017-01-24,"Anders Samuelsen",DNK,m,pol,2
2017-01-24,"Jens Ole Rossen-Jørgensen",DNK,m,mil,4
2017-01-24,"Hans Christian Mads Rahbek",DNK,m,mil,4
2017-01-24,"Asbjorn Hellum",DNK,m,gov,5
2017-01-24,"Michael L. Bager",DNK,m,mil,5
2017-01-24,"Knud Jesper Vinggaard Jespersen",DNK,m,edu,3
2017-01-24,"Ole B. Pedersen",DNK,m,mil,5
2017-01-24,"Christina Skou Pojezny",DNK,f,gov,5
2017-01-24,"Svend Larsen",DNK,m,gov,5
2017-01-24,"Mette Jacobsen",DNK,f,org,5
2017-01-24,"Nils Nykjær",DNK,m,org,5
2017-01-24,"Helle Haxgard",DNK,f,com,4
2017-01-24,"Michael Ehrenreich",DNK,m,cnc,2
2017-01-24,"Kim Kristensen",DNK,m,mil,3
2017-01-24,"Christian Schønau",DNK,m,cnc,3
2017-01-24,"Anders Christian Nørgaard",DNK,m,cnc,3
2017-01-24,"Michael Bjørn Nellemann",DNK,m,cnc,5
2017-01-24,"Pia Kjærsgaard",DNK,f,pol,2
2017-01-24,"Elsa Annette de Scheel",DNK,f,cnc,4
2017-01-24,"Lars Løkke Rasmussen",DNK,m,pol,2
2017-01-24,"Joachim prins",DNK,m,rul,2
2017-01-24,"Peter Olesen Dahl",DNK,m,law,5
2017-01-24,"Bjarne Erbo Grønfeldt",DNK,m,cnc,4
2017-01-24,"Carsten U. Larsen",DNK,m,gov,3
2017-01-24,"Ida Heimann Larsen",DNK,f,gov,5
2017-03-21,"Niels Engelschiön",NOR,m,gov,3
2017-03-21,"Merete Brattested",NOR,f,gov,3
2017-03-21,"Harald Solberg",NOR,m,gov,3
2017-03-21,"krónprinsessa Noregs Mette-Marit",NOR,f,rul,2
2017-03-21,"Liv Osmundsen",NOR,f,cnc,5
2017-03-21,"Ole Asbjörn Fauske",NOR,m,mil,4
2017-03-21,"krónprins Noregs Haakon",NOR,m,rul,2
2017-03-21,"Lars Ivar Fröystad",NOR,m,cnc,3
2017-03-21,"Gunn Eva Högseth",NOR,f,mil,5
2017-03-21,"Knut Ödegård",NOR,m,art,3
2017-03-21,"Linken Nymann Berryman",NOR,m,gov,5
2017-03-21,"Kristian Buvarp",NOR,m,mil,5
2017-03-21,"Anna Larsen",NOR,f,gov,4
2017-03-21,"Anders Eide",NOR,m,gov,4
2017-03-21,"Marte Mjös Persen",NOR,f,pol,4
2017-03-21,"Ragnar Osnes",NOR,m,gov,3
2017-03-21,"Roy Hagen-Larsen",NOR,m,law,4
2017-03-21,"Sven Gj. Gjeruldsen",NOR,m,gov,4
2017-03-21,"Marianne Borgen",NOR,f,pol,4
2017-03-21,"Kristin Jörgensen Hafseld",NOR,f,gov,5
2017-03-21,"Edvard Högestöl",NOR,m,gov,5
2017-03-21,"Cecilie Landsverk",NOR,f,dip,2
2017-03-21,"Simon Winter",NOR,m,gov,5
2017-03-21,"Else Mundal",NOR,f,edu,5
2017-03-21,"Jan Ragnar Hagland",NOR,m,edu,5
2017-03-21,"Nils Petter Granholt",NOR,m,mil,3
2017-03-21,"Jon Gunnar Jörgensen",NOR,m,edu,5
2017-03-21,"Per Kjell Mannes",NOR,m,gov,5
2017-03-21,"Rune Sandvik Lereng",NOR,m,law,5
2017-03-21,"Anne Nouri",NOR,f,gov,5
2017-03-21,"Tone Rinden Rygh",NOR,f,gov,3
2017-03-21,"Michelle Engen",NOR,f,gov,5
2017-03-21,"Nicolai Lundsgaard",NOR,m,cnc,5
2017-03-21,"Marianne Hagen",NOR,f,gov,3
2017-03-21,"Tone Myklebost",NOR,f,art,5
2017-03-21,"Svenn J. Bjerkem",NOR,m,gov,4
2017-03-21,"Olav Heigan-Engdal",NOR,m,gov,4
2017-03-21,"Roy Jacobsen",NOR,m,art,5
2017-03-21,"Torgrim Titlestad",NOR,m,art,5
2017-03-21,"Gry Mölleskog",NOR,f,cnc,2
2017-03-21,"Wegger Christian Strömmen",NOR,m,gov,2
2017-03-21,"Lars Sponheim",NOR,m,gov,3
2017-03-21,"Sigvald T. Hauge",NOR,m,gov,4
2017-03-21,"Steffen Masserud",NOR,m,mil,5
2017-03-21,"Mette Tverli",NOR,f,gov,4
2017-03-21,"Monica Watterud",NOR,f,gov,4
2017-03-21,"Ole Edvard Wold-Reitan",NOR,m,gov,4
2017-03-21,"Torbjörn Eidal",NOR,m,mil,4
2017-03-21,"Geir Pettersen",NOR,m,mil,5
2017-03-21,"Lars Christian Krog",NOR,m,gov,3
2017-06-07,"Leif Hede Nielsen",DNK,m,dip,4
2017-06-17,"Unnur Þorsteinsdóttir",ISL,f,com,5
2017-06-17,"Róbert Guðfinnsson",ISL,m,com,5
2017-06-17,"Víkingur Heiðar Ólafsson",ISL,m,art,5
2017-06-17,"Eyrún Jónsdóttir",ISL,f,edu,5
2017-06-17,"Tryggvi Ólafsson",ISL,m,art,5
2017-06-17,"Sigurbjörg Björgvinsdóttir",ISL,f,org,5
2017-06-17,"Jónatan Hermannsson",ISL,m,edu,5
2017-06-17,"Sigurjón Björnsson",ISL,m,edu,5
2017-06-17,"Anna Agnarsdóttir",ISL,f,edu,5
2017-06-17,"Jón Kristjánsson",ISL,m,pol,5
2017-06-17,"Sigurgeir Guðmannsson",ISL,m,com,5
2017-06-17,"Sigrún Stefánsdóttir",ISL,f,edu,5
2017-06-17,"Auður Axelsdóttir",ISL,f,edu,5
2017-06-17,"Bára Magnúsdóttir",ISL,f,art,5
2017-06-22,"Bo William Hedberg",SWE,m,dip,2
2017-08-14,"Jörgen Engaard",DNK,m,dip,5
2017-08-19,"Philippe O-Quinn",FRA,m,dip,3
2017-08-21,"Wolf-Rudiger Dick",DEU,m,dip,5
2017-08-30,"Sunna Pam Furstenau",USA,f,org,5
2017-11-18,"Poul Nedergaard Jensen",DNK,m,art,5
2018-01-01,"Albert Albertsson",ISL,m,gov,5
2018-01-01,"Ólafur Dýrmundsson",ISL,m,gov,5
2018-01-01,"Álfrún Gunnlaugsdóttir",ISL,f,art,5
2018-01-01,"Sigþrúður Guðmundsdóttir",ISL,f,org,5
2018-01-01,"Haukur Ágústsson",ISL,m,edu,5
2018-01-01,"Gunnar V. Andrésson",ISL,m,art,5
2018-01-01,"Brynhildur Guðjónsdóttir",ISL,f,art,5
2018-01-01,"Ólöf Nordal",ISL,f,art,5
2018-01-01,"Sigfús Kristinsson",ISL,m,com,5
2018-01-01,"Lárus Blöndal",ISL,m,org,5
2018-01-01,"Halldóra Björnsdóttir",ISL,f,org,5
2018-01-01,"Vilborg Oddsdóttir",ISL,f,org,5
2018-01-17,"Lars Lagerbäck",SWE,m,org,5
2018-01-17,"Karin Röding",SWE,f,pol,4
2018-01-17,"Göran Enander",SWE,m,pol,3
2018-01-17,"Odd Zschiedrich",SWE,m,gov,3
2018-01-17,"Sverrir Guðnason",SWE,m,art,5
2018-01-17,"Johan Molander",SWE,m,dip,3
2018-01-17,"Per Ström",SWE,m,gov,5
2018-01-17,"Margareta Thorgren",SWE,f,gov,3
2018-01-17,"Daniel",SWE,m,rul,2
2018-01-17,"Boel Lindbergh",SWE,m,gov,5
2018-01-17,"Bengt Sundin",SWE,m,law,5
2018-01-17,"Leif Ericsson",SWE,m,edu,5
